id,target
2293,1
2295,1
2302,0
2305,0
2310,1
2313,1
2316,1
2320,1
2322,0
2323,1
2326,1
2328,0
2331,0
2335,1
2338,1
2343,0
2344,1
2345,1
2353,1
2355,1
2357,0
2360,0
2365,0
2369,0
2371,1
2378,0
2380,0
2381,0
2383,0
2384,0
2392,0
2393,0
2401,0
2403,1
2404,0
2405,1
2407,1
2411,1
2424,0
2426,0
2431,0
2433,1
2434,1
2436,0
2439,0
2444,0
2447,0
2448,1
2449,1
2450,0
2461,0
2469,0
2472,0
2473,0
2474,0
2477,1
2481,0
2484,1
2495,0
2503,0
2509,0
2511,1
2518,1
2522,0
2525,1
2526,1
2529,0
2533,0
2549,0
2551,0
2558,1
2562,0
2563,1
2567,0
2574,1
2577,1
2578,1
2580,0
2581,0
2583,1
2584,0
2586,1
2589,0
2595,1
2596,1
2600,0
2601,0
2607,0
2610,1
2613,1
2615,1
2618,0
2620,1
2623,1
2626,0
2630,1
2634,0
2636,0
2638,0
2639,0
2646,1
2650,0
2652,0
2653,0
2654,1
2662,1
2665,0
2669,0
2674,1
2678,0
2681,0
2685,0
2686,0
2690,1
2697,0
2699,0
2704,1
2705,1
2710,1
2712,0
2713,0
2716,1
2717,1
2718,0
2721,0
2722,0
2735,1
2737,1
2738,0
2742,1
2745,0
2746,0
2747,1
2750,1
2751,0
2754,0
2762,0
2764,1
2772,0
2775,0
2776,0
2779,1
2781,0
2789,1
2790,1
2791,1
2798,1
2800,1
2804,0
2805,1
2806,1
2809,1
2810,0
2812,0
2814,0
2816,1
2818,0
2823,1
2824,0
2834,1
2837,1
2840,1
2845,0
2847,0
2848,0
2850,0
2859,0
2862,0
2868,0
2874,0
2876,0
2892,1
2894,0
2897,0
2901,0
2903,0
2904,1
2906,0
2914,0
2918,0
2919,1
2923,0
2926,1
2928,1
2930,1
2938,1
2940,0
2949,0
2951,1
2958,0
2961,0
2962,0
2964,0
2966,0
2967,0
2968,0
2972,0
2977,0
2978,1
2979,0
2981,0
2985,0
2986,0
2989,0
2994,0
2996,0
2997,0
2999,0
3002,1
3007,0
3008,1
3017,0
3020,0
3024,0
3028,0
3031,0
3032,1
3033,0
3035,0
3040,1
3041,0
3046,1
3050,1
3063,0
3065,0
3067,0
3069,1
3076,0
3078,0
3081,0
3087,0
3088,1
3094,1
3096,1
3098,1
3103,0
3110,1
3113,1
3121,1
3127,1
3128,1
3129,1
3135,1
3143,1
3146,0
3148,1
3149,0
3151,1
3156,1
3160,0
3164,1
3169,1
3178,1
3187,0
3194,1
3202,1
3203,0
3204,1
3206,1
3207,1
3208,1
3209,1
3213,0
3214,0
3215,1
3220,0
3223,0
3224,1
3226,1
3228,0
3230,1
3232,1
3233,1
3234,0
3238,1
3246,1
3247,1
3250,0
3251,1
3254,0
3257,0
3258,0
3261,0
3267,1
3268,0
3269,0
3271,0
3272,1
3273,1
3279,0
3290,1
3291,0
3293,1
3294,0
3298,0
3305,1
3306,0
3307,0
3310,0
3313,1
3314,0
3315,1
3316,0
3321,0
3325,0
3326,0
3327,1
3330,0
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,1
3353,0
3354,0
3358,0
3360,0
3366,1
3371,0
3374,1
3375,0
3378,0
3382,0
3384,1
3385,0
3386,1
3392,0
3399,0
3407,0
3409,0
3416,1
3420,0
3422,0
3424,0
3426,0
3427,0
3434,0
3438,0
3441,0
3442,0
3443,0
3444,0
3449,0
3453,0
3454,0
3456,0
3457,1
3458,0
3461,0
3467,1
3479,0
3488,0
3491,0
3496,0
3502,1
3507,1
3511,0
3515,1
3516,0
3538,0
3539,1
3541,0
3545,0
3546,1
3547,0
3551,0
3553,0
3556,0
3558,1
3559,0
3561,1
3562,1
3563,0
3564,1
3571,0
3574,1
3576,1
3577,0
3579,0
3580,0
3586,1
3590,0
3599,1
3600,0
3601,1
3605,1
3606,0
3612,1
3614,1
3615,1
3616,0
3620,1
3622,0
3624,1
3630,1
3644,1
3649,0
3651,0
3654,0
3665,0
3668,0
3671,0
3672,0
3673,0
3677,0
3678,1
3687,0
3688,0
3693,0
3698,0
3699,1
3701,0
3703,0
3706,1
3707,1
3709,1
3711,1
3714,0
3716,0
3720,0
3728,0
3731,1
3732,1
3733,0
3734,1
3740,1
3746,0
3749,0
3751,1
3755,0
3757,0
3762,1
3767,1
3769,0
3779,0
3781,0
3782,1
3783,1
3784,1
3790,0
3791,1
3792,1
3794,0
3799,0
3801,1
3804,1
3808,1
3809,0
3811,1
3813,0
3817,1
3818,0
3823,1
3843,1
3844,1
3846,0
3847,0
3852,0
3854,0
3856,0
3863,1
3865,0
3867,1
3871,0
3872,0
3878,0
3880,0
3881,1
3882,1
3883,1
3884,1
3885,1
3886,1
3890,0
3891,0
3898,0
3902,0
3909,0
3910,0
3912,0
3915,1
3918,0
3920,1
3925,1
3928,0
3929,1
3930,1
3931,0
3934,0
3939,0
3941,1
3942,0
3943,1
3946,0
3963,0
3965,1
3966,0
3971,1
3972,0
3974,1
3976,0
3978,1
3981,1
3985,0
3986,1
3987,1
3988,1
3991,1
3999,0
4001,0
4002,1
4004,1
4007,0
4009,0
4013,0
4015,1
4016,0
4023,0
4031,0
4035,0
4036,0
4037,0
4040,0
4048,0
4053,0
4056,0
4059,1
4066,1
4067,0
4069,1
4070,0
4071,0
4073,0
4074,0
4075,1
4082,0
4090,1
4099,0
4102,1
4106,0
4109,0
4110,1
4115,1
4118,0
4120,0
4125,1
4126,1
4130,0
4134,0
4136,0
4137,0
4144,1
4148,0
4151,1
4155,1
4162,0
4165,0
4169,0
4174,1
4179,1
4185,0
4186,0
4187,0
4188,1
4190,1
4192,1
4193,0
4194,0
4195,0
4196,0
4207,0
4208,0
4215,0
4217,0
4222,0
4223,0
4226,1
4228,0
4229,1
4231,0
4234,1
4236,1
4249,1
4254,0
4258,0
4259,0
4263,0
4267,0
4277,1
4278,0
4280,0
4283,0
4285,1
4286,1
4287,0
4290,0
4291,0
4294,1
4302,0
4308,0
4310,1
4311,0
4315,0
4316,0
4319,0
4331,1
4338,1
4339,1
4340,0
4344,0
4346,0
4347,0
4360,1
4364,1
4367,0
4369,1
4370,1
4371,0
4380,0
4386,1
4389,0
4390,0
4394,0
4399,1
4400,0
4404,1
4409,0
4414,0
4417,1
4418,0
4419,1
4420,0
4422,1
4429,1
4431,1
4433,0
4434,0
4439,0
4443,1
4446,0
4447,0
4453,1
4460,1
4461,1
4462,0
4467,0
4469,1
4473,1
4474,0
4475,0
4477,0
4481,0
4483,0
4484,0
4485,0
4495,0
4497,0
4500,1
4501,1
4502,0
4505,1
4506,1
4510,0
4512,0
4513,1
4532,1
4535,1
4536,0
4540,0
4545,1
4552,0
4554,0
4555,0
4558,0
4559,0
4560,1
4566,1
4570,0
4572,0
4574,1
4581,0
4583,1
4586,0
4591,1
4594,0
4603,0
4605,0
4612,0
4613,0
4615,0
4618,1
4621,1
4623,0
4626,1
4629,1
4633,1
4636,0
4638,1
4640,0
4643,0
4645,0
4647,0
4648,0
4651,1
4652,1
4653,0
4654,1
4660,1
4662,1
4663,1
4665,0
4668,0
4676,0
4683,0
4685,1
4686,1
4701,0
4718,0
4721,1
4727,0
4728,1
4733,0
4741,0
4743,1
4746,0
4751,0
4756,0
4761,0
4763,0
4764,0
4767,1
4772,0
4776,0
4780,1
4781,0
4792,0
4796,0
4801,1
4804,0
4805,0
4806,1
4811,1
4815,0
4816,0
4817,1
4818,0
4822,1
4824,1
4827,1
4837,0
4838,1
4839,0
4841,1
4851,1
4855,0
4861,0
4862,1
4863,0
4865,0
4871,0
4873,0
4880,0
4885,0
4886,1
4902,1
4904,1
4907,0
4916,0
4921,1
4925,0
4927,0
4928,0
4930,1
4932,1
4933,0
4937,1
4939,0
4941,0
4942,1
4947,1
4949,1
4950,0
4956,1
4960,0
4963,0
4965,0
4976,0
4977,0
4987,1
4991,0
4994,0
4999,0
5003,0
5006,1
5009,0
5011,0
5012,1
5014,0
5020,1
5021,1
5023,0
5026,0
5030,0
5031,1
5036,0
5042,1
5045,0
5048,0
5051,0
5053,1
5054,1
5057,1
5058,1
5066,0
5070,1
5077,0
5081,0
5084,0
5086,0
5090,0
5091,0
5093,0
5100,0
5108,0
5111,0
5112,1
5118,1
5121,1
5123,1
5129,0
5133,0
5143,0
5147,0
5151,1
5156,0
5158,1
5161,0
5163,0
5167,1
5173,0
5205,0
5214,0
5215,0
5216,0
5217,1
5225,0
5237,1
5239,1
5240,0
5241,0
5246,1
5250,1
5253,0
5258,1
5261,1
5268,1
5275,1
5277,1
5279,1
5288,1
5289,1
5294,0
5303,0
5307,0
5311,0
5312,0
5314,0
5318,1
5327,0
5329,1
5333,0
5334,1
5340,0
5348,0
5358,1
5360,1
5361,0
5363,0
5364,1
5369,1
5370,0
5374,0
5376,0
5388,0
5390,1
5393,0
5394,0
5395,0
5398,0
5399,1
5401,0
5402,0
5405,1
5414,0
5415,0
5419,1
5421,1
5422,1
5424,0
5427,1
5429,0
5431,1
5433,0
5434,1
5435,1
5436,0
5438,0
5440,0
5441,1
5447,1
5451,1
5453,0
5456,1
5457,0
5463,0
5464,0
5470,1
5472,1
5474,0
5478,0
5483,0
5490,1
5500,1
5504,1
5508,0
5511,1
5512,0
5513,0
5516,0
5523,1
5527,1
5530,0
5533,0
5536,0
5537,0
5542,0
5543,1
5546,0
5549,0
5550,0
5551,0
5562,0
5566,0
5568,1
5571,0
5572,0
5574,1
5583,0
5585,1
5591,0
5596,1
5597,0
5601,0
5606,0
5607,0
5610,0
5615,0
5616,0
5623,0
5630,0
5636,0
5637,1
5639,0
5640,1
5643,0
5648,0
5649,0
5660,0
5666,1
5667,0
5678,1
5679,1
5681,0
5682,1
5691,0
5696,1
5697,0
5700,1
5701,1
5702,0
5708,1
5709,0
5718,0
5723,0
5725,0
5728,0
5731,0
5735,0
5737,0
5738,0
5742,0
5747,1
5749,0
5750,1
5755,0
5756,1
5761,0
5762,1
5767,1
5768,1
5770,0
5773,1
5774,1
5779,0
5782,0
5785,0
5786,1
5787,0
5788,1
5796,1
5802,1
5806,1
5809,1
5810,0
5811,0
5813,0
5820,1
5823,0
5830,0
5831,0
5838,1
5839,1
5844,1
5846,0
5851,0
5852,1
5857,0
5859,1
5860,0
5862,1
5865,0
5866,1
5871,1
5872,0
5877,1
5878,0
5879,1
5880,0
5895,1
5897,0
5910,0
5914,0
5915,0
5917,0
5924,0
5926,0
5931,0
5936,1
5940,0
5941,0
5945,0
5946,0
5948,1
5951,1
5967,0
5968,0
5969,1
5970,0
5971,1
5973,0
5976,0
5977,1
5984,0
5986,0
5993,0
5994,0
6005,0
6006,1
6008,0
6010,1
6011,1
6014,0
6016,1
6018,1
6021,0
6025,0
6028,1
6029,1
6035,1
6040,0
6042,0
6044,1
6046,1
6052,0
6054,0
6062,0
6063,1
6067,0
6068,1
6077,1
6079,1
6080,1
6081,1
6082,0
6089,0
6095,0
6101,0
6107,1
6114,0
6117,1
6121,1
6122,1
6124,0
6129,0
6131,0
6136,0
6139,0
6142,0
6143,0
6144,1
6149,0
6155,0
6157,1
6158,1
6161,1
6168,0
6172,1
6176,1
6177,0
6179,0
6180,0
6182,1
6186,0
6189,0
6190,0
6194,0
6204,0
6205,0
6209,1
6210,0
6212,1
6214,0
6221,0
6225,0
6228,0
6229,0
6231,1
6235,0
6236,1
6237,1
6238,0
6239,1
6242,1
6249,1
6250,1
6251,1
6252,1
6260,1
6264,0
6266,0
6270,1
6275,1
6279,0
6280,1
6284,1
6285,0
6286,0
6287,0
6288,1
6289,0
6290,1
6291,0
6295,0
6298,0
6307,0
6308,1
6309,1
6313,0
6316,0
6319,1
6321,1
6324,0
6327,0
6333,0
6351,0
6352,0
6353,0
6357,0
6359,0
6360,0
6364,0
6367,1
6368,0
6377,0
6378,0
6379,1
6381,1
6390,0
6401,0
6408,0
6409,1
6411,0
6419,1
6424,0
6426,0
6428,0
6431,0
6432,0
6433,0
6435,1
6437,0
6439,1
6442,0
6444,1
6447,0
6456,0
6457,1
6460,0
6468,1
6471,1
6475,1
6476,1
6479,1
6483,0
6487,0
6488,1
6489,0
6496,0
6498,1
6502,0
6503,0
6507,0
6508,1
6509,0
6517,0
6521,0
6522,0
6524,1
6526,0
6531,0
6533,0
6538,0
6539,0
6544,0
6557,0
6558,0
6562,0
6563,1
6564,1
6574,1
6578,1
6581,1
6584,0
6587,0
6589,0
6590,1
6592,0
6595,0
6599,0
6600,1
6606,0
6609,1
6612,1
6615,1
6618,1
6620,0
6623,0
6633,0
6639,0
6640,0
6641,0
6645,0
6650,1
6651,1
6652,1
6657,0
6659,0
6666,0
6671,0
6673,0
6674,0
6677,1
6680,1
6684,0
6685,1
6691,0
6692,0
6696,0
6698,0
6704,0
6705,1
6710,0
6713,0
6715,1
6717,1
6718,1
6720,0
6728,0
6732,0
6733,0
6739,1
6740,0
6741,1
6743,0
6747,0
6750,1
6752,0
6753,0
6755,1
6761,1
6763,0
6768,1
6770,1
6771,1
6777,0
6778,0
6780,0
6782,0
6786,1
6791,0
6797,1
6798,1
6803,1
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,0
6836,0
6838,1
6840,0
6842,1
6846,0
6851,0
6853,0
6856,1
6859,1
6865,0
6866,1
6868,1
6869,0
6871,0
6873,0
6886,0
6887,1
6888,0
6889,1
6891,0
6894,1
6895,0
6899,1
6901,0
6902,0
6904,1
6906,0
6922,0
6923,0
6924,1
6927,0
6934,1
6938,0
6941,1
6942,0
6944,0
6947,1
6952,1
6957,1
6958,1
6964,1
6968,1
6969,1
6976,0
6982,0
6986,0
6987,1
6989,0
6991,1
6993,0
6995,1
6997,0
7000,0
7003,1
7004,0
7007,0
7011,0
7014,0
7016,0
7017,0
7020,0
7022,1
7028,1
7033,0
7034,0
7035,0
7038,1
7040,1
7041,0
7042,0
7045,0
7049,1
7055,1
7057,1
7062,0
7064,1
7066,1
7067,1
7072,0
7079,0
7082,0
7083,0
7084,1
7085,0
7087,0
7090,0
7094,0
7096,0
7099,1
7100,0
7101,0
7102,0
7103,1
7107,0
7110,1
7113,1
7117,1
7119,0
7123,0
7127,0
7133,0
7139,0
7143,1
7145,1
7151,1
7152,1
7153,1
7156,1
7162,1
7170,1
7172,0
7177,0
7181,1
7182,0
7189,0
7190,0
7200,0
7207,1
7209,0
7212,0
7216,0
7217,0
7219,0
7220,0
7222,0
7225,0
7233,1
7237,0
7238,0
7239,0
7240,0
7243,1
7245,1
7246,1
7249,0
7257,1
7258,0
7259,0
7262,0
7263,0
7269,1
7271,0
7273,0
7276,1
7279,1
7282,0
7284,1
7293,0
7298,1
7303,0
7304,1
7305,0
7308,1
7313,0
7314,1
7321,1
7322,0
7327,0
7333,1
7336,1
7339,0
7341,0
7346,1
7347,0
7349,1
7351,0
7353,1
7363,1
7364,0
7368,1
7370,1
7375,0
7376,1
7379,0
7382,0
7384,1
7385,1
7387,0
7388,0
7389,0
7394,0
7396,0
7398,1
7399,1
7401,0
7404,1
7406,0
7409,1
7411,0
7417,0
7420,1
7422,0
7423,1
7427,0
7429,0
7432,1
7435,0
7436,1
7440,1
7441,0
7445,1
7448,0
7449,1
7450,1
7454,0
7455,0
7460,1
7462,1
7464,1
7466,1
7468,0
7469,1
7471,0
7472,1
7483,0
7484,0
7485,0
7486,0
7487,0
7489,0
7492,1
7495,0
7499,0
7500,0
7506,0
7508,1
7509,0
7511,0
7516,0
7524,0
7538,0
7539,0
7541,0
7546,1
7549,1
7562,1
7564,0
7567,1
7572,1
7574,1
7575,1
7586,1
7592,1
7596,1
7597,1
7599,1
7606,1
7615,1
7618,1
7620,0
7624,1
7625,1
7629,1
7632,1
7636,0
7637,0
7646,0
7655,0
7658,0
7660,0
7664,0
7665,1
7666,0
7667,0
7673,0
7676,0
7682,1
7684,0
7690,0
7697,0
7700,0
7704,0
7705,0
7706,0
7708,1
7709,1
7710,1
7713,0
7716,0
7726,0
7729,0
7730,0
7732,0
7734,0
7740,1
7741,0
7745,0
7757,0
7762,0
7770,1
7776,0
7777,0
7778,0
7779,0
7782,0
7786,0
7791,0
7792,1
7794,0
7795,0
7796,1
7798,0
7805,0
7806,0
7808,0
7811,0
7814,0
7819,0
7820,0
7825,0
7829,0
7834,0
7836,0
7838,0
7841,0
7845,1
7846,0
7853,0
7856,0
7858,0
7859,1
7866,0
7875,1
7879,0
7884,1
7886,1
7890,0
7892,0
7896,0
7899,0
7900,0
7901,0
7904,0
7911,1
7917,1
7919,0
7920,0
7921,1
7922,1
7925,1
7927,1
7928,1
7931,1
7942,1
7946,1
7947,0
7948,1
7951,0
7956,1
7961,1
7964,1
7966,1
7967,1
7974,1
7975,0
7979,1
7985,1
7986,1
7993,0
7995,1
7997,0
7998,1
8004,1
8007,1
8011,1
8014,0
8022,1
8027,0
8033,1
8041,1
8042,0
8046,0
8048,1
8050,1
8051,0
8052,1
8053,1
8054,1
8059,0
8063,1
8072,1
8075,0
8076,0
8077,1
8078,0
8080,0
8082,1
8086,0
8090,1
8092,0
8093,0
8099,0
8104,0
8107,0
8108,0
8114,0
8115,0
8117,0
8123,1
8124,1
8127,1
8132,0
8134,0
8139,0
8145,1
8148,0
8151,0
8152,0
8153,0
8157,1
8160,0
8166,0
8167,0
8173,0
8174,0
8178,0
8179,1
8185,0
8186,0
8192,1
8193,1
8194,1
8197,1
8198,0
8199,1
8200,1
8206,1
8207,1
8220,0
8222,0
8227,0
8228,0
8229,1
8230,0
8233,0
8248,1
8249,1
8255,1
8260,1
8263,1
8265,1
8268,0
8269,1
8272,0
8273,1
8275,0
8277,0
8281,0
8282,0
8290,1
8293,0
8299,1
8302,1
8303,1
8305,1
8306,0
8307,1
8308,1
8313,0
8316,1
8319,0
8322,1
8323,0
8325,0
8326,1
8327,0
8328,1
8331,1
8333,1
8336,1
8338,1
8340,1
8342,1
8343,1
8353,0
8354,1
8357,0
8358,0
8359,0
8373,0
8376,0
8379,1
8380,1
8381,1
8384,1
8395,1
8398,1
8403,1
8407,1
8413,1
8417,1
8420,1
8421,0
8424,1
8426,1
8427,1
8438,1
8439,0
8442,0
8449,1
8456,1
8460,0
8462,0
8465,1
8466,0
8467,1
8469,0
8470,0
8474,0
8479,1
8481,0
8482,0
8485,0
8488,0
8492,0
8493,1
8495,0
8499,0
8501,1
8519,0
8521,0
8525,1
8527,0
8529,0
8532,1
8534,0
8535,0
8537,0
8544,0
8548,1
8549,0
8552,1
8554,0
8563,0
8564,0
8565,0
8566,0
8568,0
8569,0
8573,0
8583,1
8588,0
8590,0
8592,1
8593,0
8594,1
8597,0
8600,1
8601,0
8602,0
8603,1
8604,0
8605,1
8611,1
8614,0
8616,0
8617,1
8619,1
8626,0
8629,1
8630,0
8632,1
8634,1
8641,1
8645,1
8649,1
8652,0
8666,0
8671,0
8672,1
8675,1
8678,0
8679,1
8682,0
8687,0
8701,1
8703,0
8707,0
8713,1
8716,0
8719,0
8725,1
8730,0
8731,0
8748,0
8749,0
8756,1
8764,0
8765,1
8769,0
8771,1
8772,0
8773,1
8779,1
8792,0
8794,0
8796,1
8798,0
8803,1
8807,1
8809,1
8811,1
8813,1
8814,0
8818,0
8819,0
8820,1
8821,0
8822,0
8824,0
8826,1
8827,0
8828,1
8833,0
8834,0
8845,0
8847,0
8849,0
8861,0
8867,0
8868,1
8870,0
8873,0
8874,0
8876,0
8877,0
8879,1
8882,0
8884,0
8889,0
8891,0
8894,1
8895,0
8897,1
8898,0
8901,0
8904,1
8909,1
8910,1
8911,0
8915,0
8917,1
8918,1
8919,1
8922,1
8925,1
8928,0
8929,0
8930,1
8932,1
8937,0
8940,0
8943,1
8950,0
8951,1
8954,1
8958,1
8960,0
8964,0
8975,0
8977,0
8981,0
8982,1
8984,1
8988,0
8990,0
8991,0
8995,0
8997,1
9003,1
9004,0
9010,1
9011,0
9013,0
9014,1
9015,0
9017,0
9019,0
9021,1
9024,0
9032,1
9035,0
9036,1
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,1
9063,1
9065,1
9066,1
9068,1
9069,1
9070,1
9073,1
9076,1
9091,0
9092,1
9104,0
9105,0
9108,0
9111,0
9115,0
9117,0
9122,0
9125,0
9127,1
9129,0
9133,0
9136,0
9138,0
9140,0
9147,0
9150,0
9152,0
9153,1
9155,0
9158,0
9160,0
9163,0
9165,0
9167,1
9168,0
9170,0
9176,1
9178,1
9184,0
9186,1
9188,1
9189,0
9190,1
9196,0
9198,0
9199,1
9200,1
9201,0
9202,1
9204,0
9205,0
9213,0
9214,0
9224,1
9227,0
9228,1
9229,1
9234,1
9236,1
9241,1
9243,1
9245,0
9256,1
9258,0
9261,1
9274,0
9279,0
9282,1
9284,0
9285,1
9291,0
9295,0
9299,0
9302,0
9304,1
9305,0
9306,1
9310,0
9312,0
9316,1
9318,1
9323,1
9326,0
9327,1
9328,1
9331,1
9335,0
9336,0
9340,1
9349,1
9352,1
9353,0
9354,0
9356,0
9357,1
9358,1
9359,1
9364,1
9366,1
9369,0
9370,1
9379,0
9381,0
9383,1
9389,0
9390,0
9392,0
9394,1
9398,1
9399,1
9400,0
9407,0
9409,1
9412,1
9413,1
9415,0
9419,1
9423,1
9424,1
9426,1
9427,1
9428,1
9429,1
9433,0
9437,1
9440,1
9442,0
9443,1
9444,0
9447,1
9459,1
9461,1
9462,0
9464,0
9473,0
9475,1
9476,0
